

Run Config: 
------------------------------
data_path          : CIFAR10/
train_batch_size   : 128
test_batch_size    : 100
epochs             : 50
model              : ResNet48_1
optimizer          : adagrad
learning_rate      : 0.001
momentum           : 0.9
weight_decay       : 0.0005
schedule           : False
save               : False
print_summary      : False
no_training        : False
save_plot          : True
output_file_prefix : ResNet48_1_3

Running on  CUDA 

Files already downloaded and verified
Files already downloaded and verified


Model Config: 
-------------------------------------
N (# Layers)	: 4 
B (# Blocks)	: [8, 5, 5, 5] 
C (# Channels)	: [64, 128, 128, 128] 
F (Conv Kernel)	: [3, 3, 3, 3] 
K (Skip Kernel)	: [1, 1, 1, 1] 
P (Pool Kernel)	: 4
Training...


Epoch: 1 ;	Train Loss: 1.48240059 ;	Train Accuracy: 45.504 ;	Test Loss: 1.34799192 ; 	Test Accuracy: 51.630 ;
Epoch: 18 ;	Train Loss: 0.35322454 ;	Train Accuracy: 87.702 ;	Test Loss: 0.51622671 ; 	Test Accuracy: 82.940 ;
Epoch: 19 ;	Train Loss: 0.34391445 ;	Train Accuracy: 88.108 ;	Test Loss: 0.54938761 ; 	Test Accuracy: 82.110 ;
Epoch: 20 ;	Train Loss: 0.33129161 ;	Train Accuracy: 88.518 ;	Test Loss: 0.52181187 ; 	Test Accuracy: 83.230 ;
Epoch: 21 ;	Train Loss: 0.31735361 ;	Train Accuracy: 88.930 ;	Test Loss: 0.51483781 ; 	Test Accuracy: 83.490 ;
Epoch: 22 ;	Train Loss: 0.31188521 ;	Train Accuracy: 89.064 ;	Test Loss: 0.54277004 ; 	Test Accuracy: 82.940 ;
Epoch: 23 ;	Train Loss: 0.29723942 ;	Train Accuracy: 89.712 ;	Test Loss: 0.51883245 ; 	Test Accuracy: 83.550 ;
Epoch: 24 ;	Train Loss: 0.28665921 ;	Train Accuracy: 90.164 ;	Test Loss: 0.58933025 ; 	Test Accuracy: 81.700 ;
Epoch: 25 ;	Train Loss: 0.28134769 ;	Train Accuracy: 90.104 ;	Test Loss: 0.50197531 ; 	Test Accuracy: 84.210 ;
Epoch: 26 ;	Train Loss: 0.26997842 ;	Train Accuracy: 90.578 ;	Test Loss: 0.49717784 ; 	Test Accuracy: 84.180 ;
Epoch: 27 ;	Train Loss: 0.26302293 ;	Train Accuracy: 90.944 ;	Test Loss: 0.50824631 ; 	Test Accuracy: 84.300 ;
Epoch: 28 ;	Train Loss: 0.25783591 ;	Train Accuracy: 91.100 ;	Test Loss: 0.51249183 ; 	Test Accuracy: 84.050 ;
Epoch: 29 ;	Train Loss: 0.24937752 ;	Train Accuracy: 91.254 ;	Test Loss: 0.53125072 ; 	Test Accuracy: 83.880 ;
Epoch: 30 ;	Train Loss: 0.23548196 ;	Train Accuracy: 91.938 ;	Test Loss: 0.50107056 ; 	Test Accuracy: 84.780 ;
Epoch: 31 ;	Train Loss: 0.23264026 ;	Train Accuracy: 91.910 ;	Test Loss: 0.54392334 ; 	Test Accuracy: 83.350 ;
Epoch: 32 ;	Train Loss: 0.22774194 ;	Train Accuracy: 92.228 ;	Test Loss: 0.51925236 ; 	Test Accuracy: 84.470 ;
Epoch: 33 ;	Train Loss: 0.22226541 ;	Train Accuracy: 92.410 ;	Test Loss: 0.53710278 ; 	Test Accuracy: 84.050 ;
Epoch: 34 ;	Train Loss: 0.21185435 ;	Train Accuracy: 92.752 ;	Test Loss: 0.50568658 ; 	Test Accuracy: 84.900 ;
Epoch: 35 ;	Train Loss: 0.20619478 ;	Train Accuracy: 92.928 ;	Test Loss: 0.54002573 ; 	Test Accuracy: 84.150 ;
Epoch: 36 ;	Train Loss: 0.20329634 ;	Train Accuracy: 92.930 ;	Test Loss: 0.51302808 ; 	Test Accuracy: 84.810 ;
Epoch: 37 ;	Train Loss: 0.19610710 ;	Train Accuracy: 93.226 ;	Test Loss: 0.50681670 ; 	Test Accuracy: 85.010 ;
Epoch: 38 ;	Train Loss: 0.19098415 ;	Train Accuracy: 93.418 ;	Test Loss: 0.52448771 ; 	Test Accuracy: 84.260 ;
Epoch: 39 ;	Train Loss: 0.18542125 ;	Train Accuracy: 93.654 ;	Test Loss: 0.52023733 ; 	Test Accuracy: 85.000 ;
Epoch: 40 ;	Train Loss: 0.18040829 ;	Train Accuracy: 93.866 ;	Test Loss: 0.53176885 ; 	Test Accuracy: 85.010 ;
Epoch: 41 ;	Train Loss: 0.17424289 ;	Train Accuracy: 93.964 ;	Test Loss: 0.51460655 ; 	Test Accuracy: 85.100 ;
Epoch: 42 ;	Train Loss: 0.16907087 ;	Train Accuracy: 94.234 ;	Test Loss: 0.51352881 ; 	Test Accuracy: 85.330 ;
Epoch: 43 ;	Train Loss: 0.16513700 ;	Train Accuracy: 94.302 ;	Test Loss: 0.52220160 ; 	Test Accuracy: 85.280 ;
Epoch: 44 ;	Train Loss: 0.16100367 ;	Train Accuracy: 94.452 ;	Test Loss: 0.53520560 ; 	Test Accuracy: 85.080 ;
Epoch: 45 ;	Train Loss: 0.16184789 ;	Train Accuracy: 94.388 ;	Test Loss: 0.52829943 ; 	Test Accuracy: 85.150 ;
Epoch: 46 ;	Train Loss: 0.15084252 ;	Train Accuracy: 94.872 ;	Test Loss: 0.55668548 ; 	Test Accuracy: 84.660 ;
Epoch: 47 ;	Train Loss: 0.15094098 ;	Train Accuracy: 94.872 ;	Test Loss: 0.52087557 ; 	Test Accuracy: 85.470 ;
Epoch: 48 ;	Train Loss: 0.14497789 ;	Train Accuracy: 94.988 ;	Test Loss: 0.50989048 ; 	Test Accuracy: 85.690 ;
Epoch: 49 ;	Train Loss: 0.14202767 ;	Train Accuracy: 95.168 ;	Test Loss: 0.50924519 ; 	Test Accuracy: 85.790 ;
Epoch: 50 ;	Train Loss: 0.13874880 ;	Train Accuracy: 95.338 ;	Test Loss: 0.53254616 ; 	Test Accuracy: 85.290 ;


Best Accuracy: 85.790

Saving Error Plot...

Error Plot saved (ResNet48_1_3_error_plot.png)

